Schlüsselnummer;Stadt;PLZ;Bundesland;Landkreis
06531;Staufenberg;35460;Hessen; Gießen
08336;Kandern;79400;Baden-Württemberg; Lörrach
13052;Malchin;17139;Mecklenburg-Vorpommern; Demmin
14626;Ebersbach;02730;Freistaat Sachsen; Görlitz
08136;Neresheim;73450;Baden-Württemberg; Ostalbkreis
08317;Zell am Harmersbach;77736;Baden-Württemberg; Ortenaukreis
09376;Neunburg vorm Wald;92431;Freistaat Bayern; Schwandorf
08237;Dornstetten;72280;Baden-Württemberg; Freudenstadt
06636;Sontra;36205;Hessen; Werra-Meißner-Kreis
03459;Bersenbrück;49593;Niedersachsen; Osnabrück
05958;Medebach;59964;Nordrhein-Westfalen; Hochsauerlandkreis
12060;Werneuchen;16356;Brandenburg; Barnim
14522;Hartha;04746;Freistaat Sachsen; Mittelsachsen
12069;Treuenbrietzen;14929;Brandenburg; Potsdam-Mittelmark
08226;Rauenberg;69231;Baden-Württemberg; Rhein-Neckar-Kreis
08136;Oberkochen;73447;Baden-Württemberg; Ostalbkreis
01061;Kellinghusen;25548;Schleswig-Holstein; Steinburg
09672;Münnerstadt;97702;Freistaat Bayern; Bad Kissingen
16076;Weida;07570;Freistaat Thüringen; Greiz
15089;Könnern;06420;Sachsen-Anhalt; Salzlandkreis
07333;Kirchheimbolanden;67292;Rheinland-Pfalz; Donnersbergkreis
03156;Bad Sachsa;37441;Niedersachsen; Osterode am Harz
08315;Löffingen;79843;Baden-Württemberg; Breisgau-Hochschwarzwald
14625;Pulsnitz;01896;Freistaat Sachsen; Bautzen
08216;Kuppenheim;76456;Baden-Württemberg; Rastatt
07137;Weißenthurm;56575;Rheinland-Pfalz; Mayen-Koblenz
13053;Bützow;18246;Mecklenburg-Vorpommern; Güstrow
09773;Gundelfingen a.d.Donau;89423;Freistaat Bayern; Dillingen a.d.Donau
12064;Wriezen;16269;Brandenburg; Märkisch-Oderland
07140;Simmern;55469;Rheinland-Pfalz; Rhein-Hunsrück-Kreis
08326;Hüfingen;78183;Baden-Württemberg; Schwarzwald-Baar-Kreis
14523;Lengenfeld;08485;Freistaat Sachsen; Vogtlandkreis
14627;Radeburg;01471;Freistaat Sachsen; Meißen
09374;Vohenstrauß;92648;Freistaat Bayern; Neustadt a.d.Waldnaab
06535;Homberg;35315;Hessen; Vogelsbergkreis
07337;Bad Bergzabern;76887;Rheinland-Pfalz; Südliche Weinstraße
07331;Wörrstadt;55286;Rheinland-Pfalz; Alzey-Worms
14522;Oederan;09569;Freistaat Sachsen; Mittelsachsen
08315;Staufen im Breisgau;79219;Baden-Württemberg; Breisgau-Hochschwarzwald
09571;Herrieden;91567;Freistaat Bayern; Ansbach
09274;Rottenburg a.d.Laaber;84056;Freistaat Bayern; Landshut
08236;Knittlingen;75438;Baden-Württemberg; Enzkreis
08236;Neuenbürg;75305;Baden-Württemberg; Enzkreis
08118;Bönnigheim;74357;Baden-Württemberg; Ludwigsburg
06440;Gedern;63688;Hessen; Wetteraukreis
06632;Heringen;36266;Hessen; Hersfeld-Rotenburg
16071;Bad Berka;99438;Freistaat Thüringen; Weimarer Land
15089;Hecklingen;39444;Sachsen-Anhalt; Salzlandkreis
15091;Gräfenhainichen;06773;Sachsen-Anhalt; Wittenberg
08128;Weikersheim;97990;Baden-Württemberg; Main-Tauber-Kreis
07335;Ramstein-Miesenbach;66877;Rheinland-Pfalz; Kaiserslautern
15085;Ballenstedt;06493;Sachsen-Anhalt; Harz
07233;Gerolstein;54568;Rheinland-Pfalz; Vulkaneifel
16067;Friedrichroda;99894;Freistaat Thüringen; Gotha
01051;Meldorf;25704;Schleswig-Holstein; Dithmarschen
07143;Ransbach-Baumbach;56235;Rheinland-Pfalz; Westerwaldkreis
08235;Bad Herrenalb;76332;Baden-Württemberg; Calw
09376;Teublitz;93158;Freistaat Bayern; Schwandorf
09475;Schwarzenbach a.d.Saale;95126;Freistaat Bayern; Hof
09372;Bad Kötzting;93444;Freistaat Bayern; Cham
09674;Ebern;96106;Freistaat Bayern; Haßberge
08317;Renchen;77871;Baden-Württemberg; Ortenaukreis
06634;Neukirchen;34626;Hessen; Schwalm-Eder-Kreis
07340;Rodalben;66976;Rheinland-Pfalz; Südwestpfalz
06437;Breuberg;64747;Hessen; Odenwaldkreis
09572;Baiersdorf;91083;Freistaat Bayern; Erlangen-Höchstadt
16074;Kahla;07768;Freistaat Thüringen; Saale-Holzland-Kreis
12062;Falkenberg;04895;Brandenburg; Elbe-Elster
14627;Gröditz;01609;Freistaat Sachsen; Meißen
06635;Waldeck;34513;Hessen; Waldeck-Frankenberg
08125;Gundelsheim;74831;Baden-Württemberg; Heilbronn
14628;Glashütte;01768;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
03155;Moringen;37186;Niedersachsen; Northeim
14521;Lugau;09385;Freistaat Sachsen; Erzgebirgskreis
14627;Nossen;01683;Freistaat Sachsen; Meißen
12064;Müncheberg;15374;Brandenburg; Märkisch-Oderland
16073;Bad Blankenburg;07422;Freistaat Thüringen; Saalfeld-Rudolstadt
08425;Schelklingen;89601;Baden-Württemberg; Alb-Donau-Kreis
09186;Vohburg a.d.Donau;85088;Freistaat Bayern; Pfaffenhofen
13051;Kühlungsborn;18225;Mecklenburg-Vorpommern; Bad Doberan
12065;Kremmen;16766;Brandenburg; Oberhavel
15090;Havelberg;39539;Sachsen-Anhalt; Stendal
03352;Otterndorf;21762;Niedersachsen; Cuxhaven
07339;Oppenheim;55276;Rheinland-Pfalz; Mainz-Bingen
09377;Waldsassen;95652;Freistaat Bayern; Tirschenreuth
09471;Scheßlitz;96110;Freistaat Bayern; Bamberg
15083;Oebisfelde;39646;Sachsen-Anhalt; Börde
14523;Rodewisch;08228;Freistaat Sachsen; Vogtlandkreis
09576;Greding;91171;Freistaat Bayern; Roth
08128;Boxberg;97944;Baden-Württemberg; Main-Tauber-Kreis
06633;Immenhausen;34376;Hessen; Kassel
14522;Roßwein;04741;Freistaat Sachsen; Mittelsachsen
09372;Waldmünchen;93449;Freistaat Bayern; Cham
08316;Elzach;79215;Baden-Württemberg; Emmendingen
09272;Freyung;94078;Freistaat Bayern; Freyung-Grafenau
08317;Haslach im Kinzigtal;77716;Baden-Württemberg; Ortenaukreis
14521;Thalheim;09380;Freistaat Sachsen; Erzgebirgskreis
09675;Dettelbach;97337;Freistaat Bayern; Kitzingen
07132;Herdorf;57562;Rheinland-Pfalz; Altenkirchen
03462;Esens;26427;Niedersachsen; Wittmund
09673;Bad Königshofen i.Grabfeld;97631;Freistaat Bayern; Rhön-Grabfeld
06636;Großalmerode;37247;Hessen; Werra-Meißner-Kreis
14625;Großröhrsdorf;01900;Freistaat Sachsen; Bautzen
14729;Böhlen;04564;Freistaat Sachsen; Leipzig
08337;Bonndorf im Schwarzwald;79848;Baden-Württemberg; Waldshut
09377;Mitterteich;95666;Freistaat Bayern; Tirschenreuth
13056;Malchow;17213;Mecklenburg-Vorpommern; Müritz
07337;Annweiler am Trifels;76855;Rheinland-Pfalz; Südliche Weinstraße
06635;Volkmarsen;34471;Hessen; Waldeck-Frankenberg
09672;Bad Brückenau;97769;Freistaat Bayern; Bad Kissingen
08125;Bad Wimpfen;74206;Baden-Württemberg; Heilbronn
09474;Ebermannstadt;91320;Freistaat Bayern; Forchheim
15089;Seeland;06469;Sachsen-Anhalt; Salzlandkreis
07134;Birkenfeld;55765;Rheinland-Pfalz; Birkenfeld
09278;Geiselhöring;94333;Freistaat Bayern; Straubing-Bogen
06440;Reichelsheim;61203;Hessen; Wetteraukreis
16062;Bleicherode;99752;Freistaat Thüringen; Nordhausen
06431;Zwingenberg;64673;Hessen; Bergstraße
06633;Zierenberg;34289;Hessen; Kassel
09374;Grafenwöhr;92655;Freistaat Bayern; Neustadt a.d.Waldnaab
09478;Burgkunstadt;96224;Freistaat Bayern; Lichtenfels
09774;Leipheim;89340;Freistaat Bayern; Günzburg
13054;Neustadt-Glewe;19306;Mecklenburg-Vorpommern; Ludwigslust
07235;Schweich;54338;Rheinland-Pfalz; Trier-Saarburg
14523;Markneukirchen;08258;Freistaat Sachsen; Vogtlandkreis
09773;Höchstädt a.d.Donau;89420;Freistaat Bayern; Dillingen a.d.Donau
08236;Maulbronn;75433;Baden-Württemberg; Enzkreis
16071;Blankenhain;99444;Freistaat Thüringen; Weimarer Land
05762;Nieheim;33039;Nordrhein-Westfalen; Höxter
06437;Beerfelden;64743;Hessen; Odenwaldkreis
08237;Alpirsbach;72275;Baden-Württemberg; Freudenstadt
07337;Edenkoben;67480;Rheinland-Pfalz; Südliche Weinstraße
09172;Laufen;83410;Freistaat Bayern; Berchtesgadener Land
09373;Parsberg;92331;Freistaat Bayern; Neumarkt
13055;Friedland;17098;Mecklenburg-Vorpommern; Mecklenburg-Strelitz
08425;Dietenheim;89165;Baden-Württemberg; Alb-Donau-Kreis
09678;Gerolzhofen;97447;Freistaat Bayern; Schweinfurt
07231;Bernkastel-Kues;54470;Rheinland-Pfalz; Bernkastel-Wittlich
07339;Gau-Algesheim;55435;Rheinland-Pfalz; Mainz-Bingen
14522;Leisnig;04703;Freistaat Sachsen; Mittelsachsen
05566;Horstmar;48612;Nordrhein-Westfalen; Steinfurt
08437;Gammertingen;72501;Baden-Württemberg; Sigmaringen
07137;Polch;56751;Rheinland-Pfalz; Mayen-Koblenz
08415;Trochtelfingen;72818;Baden-Württemberg; Reutlingen
08225;Osterburken;74706;Baden-Württemberg; Neckar-Odenwald-Kreis
08417;Rosenfeld;72348;Baden-Württemberg; Zollernalbkreis
07133;Bad Sobernheim;55566;Rheinland-Pfalz; Bad Kreuznach
16075;Bad Lobenstein;07356;Freistaat Thüringen; Saale-Orla-Kreis
09371;Vilseck;92249;Freistaat Bayern; Amberg-Sulzbach
14524;Oberlungwitz;09353;Freistaat Sachsen; Zwickau
12063;Ketzin;14669;Brandenburg; Havelland
07235;Saarburg;54439;Rheinland-Pfalz; Trier-Saarburg
14522;Rochlitz;09306;Freistaat Sachsen; Mittelsachsen
12065;Fürstenberg;16798;Brandenburg; Oberhavel
14521;Grünhain-Beierfeld;08344;Freistaat Sachsen; Erzgebirgskreis
09473;Bad Rodach;96476;Freistaat Bayern; Coburg
13060;Lübz;19386;Mecklenburg-Vorpommern; Parchim
08126;Neuenstein;74632;Baden-Württemberg; Hohenlohekreis
01058;Nortorf;24589;Schleswig-Holstein; Rendsburg-Eckernförde
06634;Spangenberg;34286;Hessen; Schwalm-Eder-Kreis
14628;Dohna;01809;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
08127;Ilshofen;74532;Baden-Württemberg; Schwäbisch Hall
12066;Schwarzheide;01987;Brandenburg; Oberspreewald-Lausitz
16063;Ruhla;99842;Freistaat Thüringen; Wartburgkreis
08116;Neuffen;72639;Baden-Württemberg; Esslingen
14521;Eibenstock;08309;Freistaat Sachsen; Erzgebirgskreis
08325;Dornhan;72175;Baden-Württemberg; Rottweil
09676;Klingenberg;63911;Freistaat Bayern; Miltenberg
09575;Uffenheim;97215;Freistaat Bayern; Neustadt a.d.Aisch-Bad Windsh.
03257;Rodenberg;31552;Niedersachsen; Schaumburg
08125;Beilstein;71717;Baden-Württemberg; Heilbronn
08125;Güglingen;74363;Baden-Württemberg; Heilbronn
16074;Stadtroda;07646;Freistaat Thüringen; Saale-Holzland-Kreis
09376;Nabburg;92507;Freistaat Bayern; Schwandorf
08326;Bräunlingen;78199;Baden-Württemberg; Schwarzwald-Baar-Kreis
08315;Heitersheim;79423;Baden-Württemberg; Breisgau-Hochschwarzwald
14625;Bernsdorf;02994;Freistaat Sachsen; Bautzen
09183;Neumarkt-Sankt Veit;84494;Freistaat Bayern; Mühldorf a.Inn
08327;Geisingen;78187;Baden-Württemberg; Tuttlingen
09373;Dietfurt a.d.Altmühl;92345;Freistaat Bayern; Neumarkt
12065;Gransee;16775;Brandenburg; Oberhavel
07132;Altenkirchen;57610;Rheinland-Pfalz; Altenkirchen
09189;Tittmoning;84529;Freistaat Bayern; Traunstein
09571;Windsbach;91575;Freistaat Bayern; Ansbach
08417;Geislingen;72351;Baden-Württemberg; Zollernalbkreis
09371;Hirschau;92242;Freistaat Bayern; Amberg-Sulzbach
14625;Wittichenau;02997;Freistaat Sachsen; Bautzen
06633;Grebenstein;34393;Hessen; Kassel
08336;Zell im Wiesental;79669;Baden-Württemberg; Lörrach
12071;Drebkau;03116;Brandenburg; Spree-Neiße
14522;Großschirma;09603;Freistaat Sachsen; Mittelsachsen
09571;Wassertrüdingen;91717;Freistaat Bayern; Ansbach
09774;Thannhausen;86470;Freistaat Bayern; Günzburg
14626;Neugersdorf;02727;Freistaat Sachsen; Görlitz
06631;Gersfeld;36129;Hessen; Fulda
13052;Stavenhagen, Reuterstadt;17153;Mecklenburg-Vorpommern; Demmin
01059;Glücksburg;24960;Schleswig-Holstein; Schleswig-Flensburg
07231;Traben-Trarbach;56841;Rheinland-Pfalz; Bernkastel-Wittlich
13052;Altentreptow;17087;Mecklenburg-Vorpommern; Demmin
12062;Uebigau-Wahrenbrück;04938;Brandenburg; Elbe-Elster
08127;Schrozberg;74575;Baden-Württemberg; Schwäbisch Hall
09374;Neustadt a.d.Waldnaab;92660;Freistaat Bayern; Neustadt a.d.Waldnaab
14628;Bad Gottleuba-Berggießhübel;01816;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
15085;Falkenstein/Harz;06463;Sachsen-Anhalt; Harz
09673;Mellrichstadt;97638;Freistaat Bayern; Rhön-Grabfeld
14729;Geithain;04643;Freistaat Sachsen; Leipzig
01051;Marne;25709;Schleswig-Holstein; Dithmarschen
14628;Stolpen;01833;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
06532;Leun;35638;Hessen; Lahn-Dill-Kreis
13054;Grabow;19300;Mecklenburg-Vorpommern; Ludwigslust
07138;Dierdorf;56269;Rheinland-Pfalz; Neuwied
07138;Linz am Rhein;53545;Rheinland-Pfalz; Neuwied
08317;Wolfach;77709;Baden-Württemberg; Ortenaukreis
16065;Artern/Unstrut;06556;Freistaat Thüringen; Kyffhäuserkreis
03452;Norderney;26548;Niedersachsen; Aurich
08317;Hausach;77756;Baden-Württemberg; Ortenaukreis
16062;Ellrich;99755;Freistaat Thüringen; Nordhausen
16067;Ohrdruf;99885;Freistaat Thüringen; Gotha
07138;Bad Hönningen;53557;Rheinland-Pfalz; Neuwied
08126;Ingelfingen;74653;Baden-Württemberg; Hohenlohekreis
13060;Plau am See;19395;Mecklenburg-Vorpommern; Parchim
09471;Schlüsselfeld;96132;Freistaat Bayern; Bamberg
13058;Gadebusch;19205;Mecklenburg-Vorpommern; Nordwestmecklenburg
09674;Zeil;97475;Freistaat Bayern; Haßberge
08226;Waibstadt;74915;Baden-Württemberg; Rhein-Neckar-Kreis
07143;Hachenburg;57627;Rheinland-Pfalz; Westerwaldkreis
14628;Altenberg;01773;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
14625;Wilthen;02681;Freistaat Sachsen; Bautzen
16074;Dornburg-Camburg;07774;Freistaat Thüringen; Saale-Holzland-Kreis
08315;Vogtsburg im Kaiserstuhl;79235;Baden-Württemberg; Breisgau-Hochschwarzwald
08235;Haiterbach;72221;Baden-Württemberg; Calw
16063;Treffurt;99830;Freistaat Thüringen; Wartburgkreis
03255;Bodenwerder;37619;Niedersachsen; Holzminden
09479;Arzberg;95659;Freistaat Bayern; Wunsiedel
07235;Hermeskeil;54411;Rheinland-Pfalz; Trier-Saarburg
13053;Laage;18299;Mecklenburg-Vorpommern; Güstrow
07143;Bad Marienberg;56470;Rheinland-Pfalz; Westerwaldkreis
16069;Eisfeld;98673;Freistaat Thüringen; Hildburghausen
08435;Meersburg;88709;Baden-Württemberg; Bodenseekreis
16065;Roßleben;06571;Freistaat Thüringen; Kyffhäuserkreis
14729;Kitzscher;04567;Freistaat Sachsen; Leipzig
09779;Wemding;86650;Freistaat Bayern; Donau-Ries
09273;Riedenburg;93339;Freistaat Bayern; Kelheim
03255;Stadtoldendorf;37627;Niedersachsen; Holzminden
12064;Seelow;15306;Brandenburg; Märkisch-Oderland
06440;Münzenberg;35516;Hessen; Wetteraukreis
14521;Thum;09419;Freistaat Sachsen; Erzgebirgskreis
09571;Leutershausen;91578;Freistaat Bayern; Ansbach
12060;Biesenthal;16359;Brandenburg; Barnim
08235;Neubulach;75387;Baden-Württemberg; Calw
07143;Westerburg;56457;Rheinland-Pfalz; Westerwaldkreis
16068;Kölleda;99625;Freistaat Thüringen; Sömmerda
13062;Strasburg;17335;Mecklenburg-Vorpommern; Uecker-Randow
06635;Battenberg;35088;Hessen; Waldeck-Frankenberg
08128;Külsheim;97900;Baden-Württemberg; Main-Tauber-Kreis
09779;Harburg;86655;Freistaat Bayern; Donau-Ries
14627;Lommatzsch;01623;Freistaat Sachsen; Meißen
14628;Tharandt;01737;Freistaat Sachsen; Sächs. Schweiz-Osterzgebirge
09576;Abenberg;91183;Freistaat Bayern; Roth
16072;Neuhaus am Rennweg;98724;Freistaat Thüringen; Sonneberg
09376;Pfreimd;92536;Freistaat Bayern; Schwandorf
08236;Heimsheim;71296;Baden-Württemberg; Enzkreis
03158;Schöppenstedt;38170;Niedersachsen; Wolfenbüttel
16069;Schleusingen;98553;Freistaat Thüringen; Hildburghausen
15090;Tangerhütte;39517;Sachsen-Anhalt; Stendal
07334;Hagenbach;76767;Rheinland-Pfalz; Germersheim
07333;Rockenhausen;67806;Rheinland-Pfalz; Donnersbergkreis
16066;Steinbach-Hallenberg;98587;Freistaat Thüringen; Schmalkalden-Meiningen
12072;Dahme/Mark;15936;Brandenburg; Teltow-Fläming
14523;Adorf;08626;Freistaat Sachsen; Vogtlandkreis
01057;Lütjenburg;24321;Schleswig-Holstein; Plön
06635;Diemelstadt;34474;Hessen; Waldeck-Frankenberg
06634;Niedenstein;34305;Hessen; Schwalm-Eder-Kreis
09377;Erbendorf;92681;Freistaat Bayern; Tirschenreuth
09472;Pottenstein;91278;Freistaat Bayern; Bayreuth
05762;Marienmünster;37696;Nordrhein-Westfalen; Höxter
08225;Adelsheim;74740;Baden-Württemberg; Neckar-Odenwald-Kreis
14626;Rothenburg;02929;Freistaat Sachsen; Görlitz
06633;Trendelburg;34388;Hessen; Kassel
15091;Kemberg;06901;Sachsen-Anhalt; Wittenberg
07232;Prüm;54595;Rheinland-Pfalz; Eifelkreis Bitburg-Prüm
06633;Naumburg;34311;Hessen; Kassel
09374;Windischeschenbach;92670;Freistaat Bayern; Neustadt a.d.Waldnaab
03254;Gronau;31028;Niedersachsen; Hildesheim
09377;Kemnath;95478;Freistaat Bayern; Tirschenreuth
13062;Eggesin;17367;Mecklenburg-Vorpommern; Uecker-Randow
09674;Eltmann;97483;Freistaat Bayern; Haßberge
15085;Elbingerode;38875;Sachsen-Anhalt; Harz
13056;Röbel/Müritz;17207;Mecklenburg-Vorpommern; Müritz
08128;Niederstetten;97996;Baden-Württemberg; Main-Tauber-Kreis
09373;Velburg;92355;Freistaat Bayern; Neumarkt
16076;Ronneburg;07580;Freistaat Thüringen; Greiz
07335;Otterberg;67697;Rheinland-Pfalz; Kaiserslautern
06534;Amöneburg;35287;Hessen; Marburg-Biedenkopf
03457;Borkum;26757;Niedersachsen; Leer
16073;Königsee;07426;Freistaat Thüringen; Saalfeld-Rudolstadt
08125;Neudenau;74861;Baden-Württemberg; Heilbronn
15083;Wanzleben;39164;Sachsen-Anhalt; Börde
15084;Bad Kösen;06628;Sachsen-Anhalt; Burgenlandkreis
09472;Hollfeld;96142;Freistaat Bayern; Bayreuth
08337;Stühlingen;79780;Baden-Württemberg; Waldshut
03454;Freren;49832;Niedersachsen; Emsland
13051;Schwaan;18258;Mecklenburg-Vorpommern; Bad Doberan
07140;Kastellaun;56288;Rheinland-Pfalz; Rhein-Hunsrück-Kreis
14521;Ehrenfriedersdorf;09427;Freistaat Sachsen; Erzgebirgskreis
07143;Wirges;56422;Rheinland-Pfalz; Westerwaldkreis
06431;Lindenfels;64678;Hessen; Bergstraße
15084;Freyburg;06632;Sachsen-Anhalt; Burgenlandkreis
09779;Oettingen;86732;Freistaat Bayern; Donau-Ries
15081;Klötze;38486;Sachsen-Anhalt; Altmarkkreis Salzwedel
09576;Spalt;91174;Freistaat Bayern; Roth
13055;Burg Stargard;17094;Mecklenburg-Vorpommern; Mecklenburg-Strelitz
08216;Lichtenau;77839;Baden-Württemberg; Rastatt
09674;Hofheim;97461;Freistaat Bayern; Haßberge
08126;Forchtenberg;74670;Baden-Württemberg; Hohenlohekreis
07332;Freinsheim;67251;Rheinland-Pfalz; Bad Dürkheim
14522;Augustusburg;09573;Freistaat Sachsen; Mittelsachsen
07138;Unkel;53572;Rheinland-Pfalz; Neuwied
01054;Bredstedt;25821;Schleswig-Holstein; Nordfriesland
07135;Cochem;56812;Rheinland-Pfalz; Cochem-Zell
08336;Todtnau;79674;Baden-Württemberg; Lörrach
06535;Herbstein;36358;Hessen; Vogelsbergkreis
16070;Stadtilm;99326;Freistaat Thüringen; Ilm-Kreis
08425;Munderkingen;89597;Baden-Württemberg; Alb-Donau-Kreis
03354;Hitzacker;29456;Niedersachsen; Lüchow-Dannenberg
09779;Monheim;86653;Freistaat Bayern; Donau-Ries
08326;Triberg im Schwarzwald;78098;Baden-Württemberg; Schwarzwald-Baar-Kreis
09676;Wörth;63939;Freistaat Bayern; Miltenberg
14524;Hartenstein;08118;Freistaat Sachsen; Zwickau
01054;Tönning;25832;Schleswig-Holstein; Nordfriesland
07336;Kusel;66869;Rheinland-Pfalz; Kusel
09376;Oberviechtach;92526;Freistaat Bayern; Schwandorf
13054;Wittenburg;19243;Mecklenburg-Vorpommern; Ludwigslust
08317;Oppenau;77728;Baden-Württemberg; Ortenaukreis
14729;Colditz;04680;Freistaat Sachsen; Leipzig
14522;Lunzenau;09328;Freistaat Sachsen; Mittelsachsen
14730;Belgern;04874;Freistaat Sachsen; Nordsachsen
09673;Bischofsheim;97653;Freistaat Bayern; Rhön-Grabfeld
09475;Schwarzenbach;95131;Freistaat Bayern; Hof
13051;Kröpelin;18236;Mecklenburg-Vorpommern; Bad Doberan
13057;Marlow;18337;Mecklenburg-Vorpommern; Nordvorpommern
14521;Lauter;08312;Freistaat Sachsen; Erzgebirgskreis
03153;Braunlage;38700;Niedersachsen; Goslar
14521;Johanngeorgenstadt;08349;Freistaat Sachsen; Erzgebirgskreis
14730;Dahlen;04774;Freistaat Sachsen; Nordsachsen
09478;Weismain;96260;Freistaat Bayern; Lichtenfels
16063;Geisa;36419;Freistaat Thüringen; Wartburgkreis
08126;Krautheim;74238;Baden-Württemberg; Hohenlohekreis
14523;Elsterberg;07985;Freistaat Sachsen; Vogtlandkreis
09576;Heideck;91180;Freistaat Bayern; Roth
08128;Creglingen;97993;Baden-Württemberg; Main-Tauber-Kreis
07141;Nassau;56377;Rheinland-Pfalz; Rhein-Lahn-Kreis
08135;Niederstotzingen;89168;Baden-Württemberg; Heidenheim
14522;Geringswalde;09326;Freistaat Sachsen; Mittelsachsen
13052;Dargun;17159;Mecklenburg-Vorpommern; Demmin
16061;Dingelstädt;37351;Freistaat Thüringen; Eichsfeld
09472;Creußen;95473;Freistaat Bayern; Bayreuth
12071;Peitz;03185;Brandenburg; Spree-Neiße
09575;Scheinfeld;91443;Freistaat Bayern; Neustadt a.d.Aisch-Bad Windsh.
06636;Waldkappel;37284;Hessen; Werra-Meißner-Kreis
13060;Crivitz;19089;Mecklenburg-Vorpommern; Parchim
08317;Mahlberg;77972;Baden-Württemberg; Ortenaukreis
14729;Pegau;04523;Freistaat Sachsen; Leipzig
